dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	variant	stage	converged	iterations	seconds	arm	intervention	t
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.0033276000031037256	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.003838499993435107	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.0032925999985309318	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.0032805000082589686	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	base	True	1	0.003394200000911951			
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0033782999962568283	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.003417500003706664	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0031736999953864142	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0048682999913580716	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0048753000010037795	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.003271499997936189	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0035846999962814152	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	row_softmax	0.25		her2_oracle	coordinate_response	True	1	0.0033642000053077936	N	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	base	True	80	0.3080045999959111			
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.3191087000013795	R	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.29555209999671206	R	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.3014541000011377	R	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.2880606000107946	R	I_SPATIAL	1.0
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.2884712000086438	N	I_SPATIAL	0.00125
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.2894022000109544	N	I_SPATIAL	0.000625
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.3047846999979811	N	I_SPATIAL	0.01
HER2ST_manual_controlled	HER2ST_H1_CONTROLLED	within_section_controlled_combined	HER2ST::H	manual_truth_controlled	reverse	HER2ST_H1_CONTROLLED__reverse	uot	0.25	2.0	her2_oracle	coordinate_response	True	80	0.3052276000089478	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		baseline	base	True	200	8.659250299999258			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	baseline	base	True	85	3.714077199998428			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	base	True	85	3.6615541000064695			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.551878199999919	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.582157900003949	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5944643000111682	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5404523000033805	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.481157100002747	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.577148299998953	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.636801500004367	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.529338499996811	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		baseline	base	True	1	0.04258609999669716			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	base	True	1	0.036926800006767735			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04773259999637958	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03762709999864455	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03951539999980014	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.042371699993964285	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04825120000168681	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.045298400000319816	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.05632070000865497	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03915499999129679	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		baseline	base	True	200	8.536872600001516			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	base	True	200	8.646996399998898			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.69594479999796	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.420076700000209	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.334516800008714	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.403369099993142	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.47022200000356	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.625653199997032	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.437783300003503	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E11_5_E12_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.398534799998743	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	baseline	base	True	85	3.62581759999739			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	base	True	85	3.5591501999879256			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5444080000015674	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.526522800006205	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.4997788000036962	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5519983999984106	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.575160499996855	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.513968700004625	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5600947000057204	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	uot	0.25	2.0	label_free_rigid	coordinate_response	True	80	3.4076761000033002	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		baseline	base	True	1	0.038381899998057634			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	base	True	1	0.03745019999041688			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03851270000450313	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03794410001137294	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.037928899997496046	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03812210001342464	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04315440000209492	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03771689999848604	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03624370000034105	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.04259280000405852	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		baseline	base	True	200	8.393271200009622			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	base	True	200	8.428039999998873			
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.468951899994863	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.390801799992914	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.355150600007619	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.285254999995232	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.361528199995519	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.44644800000242	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.26917620000313	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E11_5_E12_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E11_5_E12_5__reverse	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.319982500004699	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	baseline	base	True	85	3.5349652000004426			
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	base	True	85	3.5531407999951625			
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.573640799993882	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5646534000115935	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.6014759999961825	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5104317999939667	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.5247796999901766	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.590337700006785	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.4778577999968547	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	uot	0.25	2.0	label_free_rigid	coordinate_response	True	85	3.525978399993619	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		baseline	base	True	1	0.037226199987344444			
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	base	True	1	0.037120900000445545			
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03671070000564214	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03778489999240264	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03900410000642296	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03801910000038333	R	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.038634900003671646	N	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.038502499999594875	N	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.03699079999933019	N	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	row_softmax	0.25		label_free_rigid	coordinate_response	True	1	0.037538600008701906	N	I_SPATIAL	1.0
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	reverse	ST_DEV_E12_5_E13_5__reverse	balanced_ot	0.25		baseline	base	True	200	8.34412429999793			
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		label_free_rigid	base	True	200	8.397148200005176			
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.32610730000306	R	I_SPATIAL	0.00125
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.448890199986636	R	I_SPATIAL	0.000625
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.339028399990639	R	I_SPATIAL	0.01
Stereo-seq	ST_DEV_E12_5_E13_5	cross_stage	Stereo-seq::shared_developmental_series	legacy_replication	forward	ST_DEV_E12_5_E13_5	balanced_ot	0.25		label_free_rigid	coordinate_response	True	200	8.331254999997327	R	I_SPATIAL	1.0
